ranking,title,year,duration,genre,rating,directors,votes
"7,961.", Legend of the Galactic Heroes,(1988–1997),25 min,"Animation, Action, Drama",7.8,"Tomokazu Kôgo,Noboru Ishiguro,Ryô Horikawa,Masako Katsuki,Nozomu Sasaki,Kaneto Shiozawa",138
"7,962.", Legend of the Galactic Heroes,(1988–1997),25 min,"Animation, Action, Drama",7.8,"Masato Kitagawa,Noboru Ishiguro,Ryô Horikawa,Keiko Han,Kei Tomiyama,Nozomu Sasaki",131
"7,963.", Legend of the Galactic Heroes,(1988–1997),24 min,"Animation, Action, Drama",7.8,"Satoshi Kimura,Mitsutaka Noshitani,Fumihiro Ueno,Noboru Ishiguro,Ryô Horikawa,Masashi Hironaka,Keiko Han,Kaneto Shiozawa",175
"7,964.", Legend of the Galactic Heroes,(1988–1997),25 min,"Animation, Action, Drama",8.2,"Mitsutaka Noshitani,Yazaki Shigeru,Fumihiro Ueno,Noboru Ishiguro,Ryô Horikawa,Masako Katsuki,Kei Tomiyama,Yoshiko Sakakibara",142
"7,965.", Legend of the Galactic Heroes,(1988–1997),24 min,"Animation, Action, Drama",8,"Hideki Tonokatsu,Noboru Ishiguro,Ryô Horikawa,Masashi Hironaka,Keiko Han,Masako Katsuki",153
"7,966.", Legend of the Galactic Heroes,(1988–1997),25 min,"Animation, Action, Drama",7.5,"Shinichiro Kimura,Noboru Ishiguro,Ryô Horikawa,Masako Katsuki,Keiko Han,Masami Kikuchi",139
"7,967.", Legend of the Galactic Heroes,(1988–1997),25 min,"Animation, Action, Drama",8.2,"Tomokazu Kôgo,Mitsutaka Noshitani,Fumihiro Ueno,Noboru Ishiguro,Ryô Horikawa,Kaneto Shiozawa,Katsuji Mori,Kei Tomiyama",134
"7,968.", Legend of the Galactic Heroes,(1988–1997),24 min,"Animation, Action, Drama",8.3,"Akio Sakai,Noboru Ishiguro,Kei Tomiyama,Yoshiko Sakakibara,Nozomu Sasaki,Issei Masamune",161
"7,969.", Legend of the Galactic Heroes,(1988–1997),25 min,"Animation, Action, Drama",7.8,"Shinichiro Kimura,Noboru Ishiguro,Keaton Yamada,Yoshiko Sakakibara,Michio Hazama,Takeshi Aono",140
"7,970.", Legend of the Galactic Heroes,(1988–1997),24 min,"Animation, Action, Drama",7.6,"Hiroshi Yamada,Noboru Ishiguro,Ryô Horikawa,Masashi Hironaka,Kaneto Shiozawa,Shûichi Ikeda",165
"7,971.", Legend of the Galactic Heroes,(1988–1997),25 min,"Animation, Action, Drama",7.8,"Tomomasa Yamazaki,Noboru Ishiguro,Ryô Horikawa,Masashi Hironaka,Masako Katsuki,Kei Tomiyama",143
"7,972.", Legend of the Galactic Heroes,(1988–1997),24 min,"Animation, Action, Drama",8,"Keitarô Motonaga,Noboru Ishiguro,Ryô Horikawa,Masashi Hironaka,Kei Tomiyama,Yoshiko Sakakibara",151
"7,973.", The Girl from U.N.C.L.E.,(1966–1967),60 min,"Action, Adventure, Comedy",7.3,,26
"7,974.", The Girl from U.N.C.L.E.,(1966–1967),60 min,"Action, Adventure, Comedy",6,,24
"7,975.", The Girl from U.N.C.L.E.,(1966–1967),60 min,"Action, Adventure, Comedy",7,,26
"7,976.", The Girl from U.N.C.L.E.,(1966–1967),60 min,"Action, Adventure, Comedy",5.9,,31
"7,977.", The Girl from U.N.C.L.E.,(1966–1967),60 min,"Action, Adventure, Comedy",7.2,,44
"7,978.", The Girl from U.N.C.L.E.,(1966–1967),60 min,"Action, Adventure, Comedy",8.3,,24
"7,979.", The Girl from U.N.C.L.E.,(1966–1967),60 min,"Action, Adventure, Comedy",7.2,,31
"7,980.", The Girl from U.N.C.L.E.,(1966–1967),60 min,"Action, Adventure, Comedy",6.2,,24
"7,981.", The Girl from U.N.C.L.E.,(1966–1967),60 min,"Action, Adventure, Comedy",8,,27
"7,982.", The Girl from U.N.C.L.E.,(1966–1967),60 min,"Action, Adventure, Comedy",7.2,,23
"7,983.", The Girl from U.N.C.L.E.,(1966–1967),60 min,"Action, Adventure, Comedy",7.1,,26
"7,984.", The Girl from U.N.C.L.E.,(1966–1967),60 min,"Action, Adventure, Comedy",7.4,,18
"7,985.", The Girl from U.N.C.L.E.,(1966–1967),60 min,"Action, Adventure, Comedy",7.4,,27
"7,986.", The Girl from U.N.C.L.E.,(1966–1967),60 min,"Action, Adventure, Comedy",7.1,,24
"7,987.", The Girl from U.N.C.L.E.,(1966–1967),60 min,"Action, Adventure, Comedy",7.3,,20
"7,988.", The Girl from U.N.C.L.E.,(1966–1967),60 min,"Action, Adventure, Comedy",7.3,,24
"7,989.", The Girl from U.N.C.L.E.,(1966–1967),60 min,"Action, Adventure, Comedy",7.4,,27
"7,990.", The Girl from U.N.C.L.E.,(1966–1967),60 min,"Action, Adventure, Comedy",7.9,,20
"7,991.", The Girl from U.N.C.L.E.,(1966–1967),60 min,"Action, Adventure, Comedy",7.2,,36
"7,992.", The Girl from U.N.C.L.E.,(1966–1967),60 min,"Action, Adventure, Comedy",6.7,,36
"7,993.", The Girl from U.N.C.L.E.,(1966–1967),60 min,"Action, Adventure, Comedy",7.5,,47
"7,994.", The Girl from U.N.C.L.E.,(1966–1967),60 min,"Action, Adventure, Comedy",7.5,,29
"7,995.", The Girl from U.N.C.L.E.,(1966–1967),60 min,"Action, Adventure, Comedy",5.4,,30
"7,996.", The Girl from U.N.C.L.E.,(1966–1967),60 min,"Action, Adventure, Comedy",6,,25
"7,997.", The Girl from U.N.C.L.E.,(1966–1967),60 min,"Action, Adventure, Comedy",7.3,,23
"7,998.", The Girl from U.N.C.L.E.,(1966–1967),60 min,"Action, Adventure, Comedy",6.8,,33
"7,999.", The Girl from U.N.C.L.E.,(1966–1967),60 min,"Action, Adventure, Comedy",7.6,,30
"8,000.", The Girl from U.N.C.L.E.,(1966–1967),60 min,"Action, Adventure, Comedy",7.2,,23
"8,001.", The Girl from U.N.C.L.E.,(1966–1967),60 min,"Action, Adventure, Comedy",7.2,,21
"8,002.", Godzilla: The Series,(1998–2001),21 min,"Animation, Action, Crime",6.4,,37
"8,003.", Godzilla: The Series,(1998–2001),21 min,"Animation, Action, Crime",6.7,,41
"8,004.", Godzilla: The Series,(1998–2001),21 min,"Animation, Action, Crime",6.4,,45
"8,005.", Godzilla: The Series,(1998–2001),21 min,"Animation, Action, Crime",7.5,,49
"5,661.", Secret Agent,(1964–1967),51 min,"Action, Adventure, Crime",7.4,,59
"5,662.", Secret Agent,(1964–1967),52 min,"Action, Adventure, Crime",8.4,,96
"5,663.", Secret Agent,(1964–1967),60 min,"Action, Adventure, Crime",7.9,,119
"5,664.", Secret Agent,(1964–1967),60 min,"Action, Adventure, Crime",8.2,,91
"5,665.", Danger UXB,(1979),,,8.6,,50
"5,666.", Danger UXB,(1979),,,9,,59
"5,667.", Danger UXB,(1979),,,8.5,,61
"5,668.", Danger UXB,(1979),,,8.6,,50
"5,669.", Danger UXB,(1979),,,8.4,,72
"5,670.", Danger UXB,(1979),,,8.4,,48
"5,671.", Danger UXB,(1979),,,8.5,,60
"5,672.", Danger UXB,(1979),,,8.7,,51
"5,673.", Danger UXB,(1979),,,8.8,,53
"5,674.", Danger UXB,(1979),60 min,"Action, Drama, History",8.4,,54
"5,675.", Danger UXB,(1979),,,8.4,,56
"5,676.", Danger UXB,(1979),,,8.1,,60
"5,677.", Danger UXB,(1979),,,8.7,,51
"5,678.", Dangerous Curves,(1992– ),,,,,
"5,679.", Dangerous Curves,(1992– ),,,,,
"5,680.", Dangerous Curves,(1992– ),,,,,
"5,681.", Dangerous Curves,(1992– ),,,,,
"5,682.", Dangerous Curves,(1992– ),,,,,
"5,683.", Dangerous Curves,(1992– ),,,,,
"5,684.", Dangerous Curves,(1992– ),,,,,
"5,685.", Dangerous Curves,(1992– ),60 min,"Action, Drama",,,
"5,686.", Dangerous Curves,(1992– ),,,,,
"5,687.", Dangerous Curves,(1992– ),,,,,
"5,688.", Dangerous Curves,(1992– ),,,,,
"5,689.", Dangerous Curves,(1992– ),,,,,
"5,690.", Dangerous Curves,(1992– ),,,,,
"5,691.", Dangerous Curves,(1992– ),,,,,
"5,692.", Dangerous Curves,(1992– ),,,,,
"5,693.", Dangerous Curves,(1992– ),60 min,"Action, Drama",,,
"5,694.", Dangerous Curves,(1992– ),,,,,
"5,695.", Dangerous Curves,(1992– ),,,,,
"5,696.", Dangerous Curves,(1992– ),,,,,
"5,697.", Dangerous Curves,(1992– ),,,,,
"5,698.", Dangerous Curves,(1992– ),,,,,
"5,699.", Dangerous Curves,(1992– ),,,,,
"5,700.", Dangerous Curves,(1992– ),,,,,
"5,701.", Dangerous Curves,(1992– ),,,,,
"5,702.", Dangerous Curves,(1992– ),,,,,
"5,703.", Dangerous Curves,(1992– ),,,6.5,,7
"5,704.", Dangerous Curves,(1992– ),,,,,
"5,705.", Dangerous Curves,(1992– ),,,,,
"5,706.", Dangerous Curves,(1992– ),,,8.2,,6
"5,707.", Dangerous Curves,(1992– ),60 min,"Action, Drama",,,
"5,708.", Dangerous Curves,(1992– ),,,,,
"5,709.", Dangerous Curves,(1992– ),60 min,"Action, Drama",,,
"5,710.", Dangerous Curves,(1992– ),,,,,
"2,601.", Batman,(1966–1968),25 min,"Action, Adventure, Comedy",7.7,,440
"2,602.", Batman,(1966–1968),25 min,"Action, Adventure, Comedy",7.8,,320
"2,603.", Batman,(1966–1968),25 min,"Action, Adventure, Comedy",7.5,,639
"2,604.", Batman,(1966–1968),25 min,"Action, Adventure, Comedy",7.5,,390
"2,605.", Batman,(1966–1968),25 min,"Action, Adventure, Comedy",8.1,,519
"2,606.", Batman,(1966–1968),25 min,"Action, Adventure, Comedy",7,,308
"2,607.", Batman,(1966–1968),25 min,"Action, Adventure, Comedy",7.7,,396
"2,608.", Batman,(1966–1968),25 min,"Action, Adventure, Comedy",7.6,,416
"2,609.", Batman,(1966–1968),25 min,"Action, Adventure, Comedy",7.7,,316
"2,610.", Batman,(1966–1968),25 min,"Action, Adventure, Comedy",7.6,,382
"2,611.", Batman,(1966–1968),25 min,"Action, Adventure, Comedy",6.9,,308
"2,612.", Batman,(1966–1968),25 min,"Action, Adventure, Comedy",7.3,,480
"2,613.", Batman,(1966–1968),24 min,"Action, Adventure, Comedy",7.6,,297
"2,614.", Batman,(1966–1968),25 min,"Action, Adventure, Comedy",7.5,,319
"2,615.", Batman,(1966–1968),25 min,"Action, Adventure, Comedy",8,,356
"2,616.", Batman,(1966–1968),25 min,"Action, Adventure, Comedy",8,,323
"2,617.", Batman,(1966–1968),25 min,"Action, Adventure, Comedy",7.7,,493
"2,618.", Batman,(1966–1968),25 min,"Action, Adventure, Comedy",7.5,,346
"2,619.", Batman,(1966–1968),25 min,"Action, Adventure, Comedy",6.9,,372
"2,620.", Batman,(1966–1968),25 min,"Action, Adventure, Comedy",7.6,,483
"2,621.", Batman,(1966–1968),25 min,"Action, Adventure, Comedy",7.7,,412
"2,622.", Batman,(1966–1968),25 min,"Action, Adventure, Comedy",7,,517
"2,623.", Batman: The Animated Series,(1992–1995),21 min,"Animation, Action, Adventure",8.1,,1349
"2,624.", Batman: The Animated Series,(1992–1995),22 min,"Animation, Action, Adventure",9.2,,2551
"2,625.", Batman: The Animated Series,(1992–1995),22 min,"Animation, Action, Adventure",7.6,,1933
"2,626.", Batman: The Animated Series,(1992–1995),22 min,"Animation, Action, Adventure",7.5,,1273
"2,627.", Batman: The Animated Series,(1992–1995),22 min,"Animation, Action, Adventure",7.8,,1413
"2,628.", Batman: The Animated Series,(1992–1995),22 min,"Animation, Action, Adventure",8.1,,1396
"2,629.", Batman: The Animated Series,(1992–1995),22 min,"Animation, Action, Adventure",7.7,,1239
"2,630.", Batman: The Animated Series,(1992–1995),22 min,"Animation, Action, Adventure",7.6,,2169
"2,631.", Batman: The Animated Series,(1992–1995),22 min,"Animation, Action, Adventure",8.9,,2329
"2,632.", Batman: The Animated Series,(1992–1995),22 min,"Animation, Action, Adventure",7.7,,1441
"2,633.", Batman: The Animated Series,(1992–1995),22 min,"Animation, Action, Adventure",7.4,,1340
"2,634.", Batman: The Animated Series,(1992–1995),22 min,"Animation, Action, Adventure",7.3,,1518
"2,635.", Batman: The Animated Series,(1992–1995),22 min,"Animation, Action, Adventure",7.8,,1251
"2,636.", Batman: The Animated Series,(1992–1995),22 min,"Animation, Action, Adventure",7.9,,2415
"2,637.", Batman: The Animated Series,(1992–1995),22 min,"Animation, Action, Adventure",7.8,,1445
"2,638.", Batman: The Animated Series,(1992–1995),22 min,"Animation, Action, Adventure",8.1,,1334
"2,639.", Batman: The Animated Series,(1992–1995),22 min,"Animation, Action, Adventure",8.3,,1764
"2,640.", Batman: The Animated Series,(1992–1995),22 min,"Animation, Action, Adventure",7.3,,1761
"2,641.", Batman: The Animated Series,(1992–1995),22 min,"Animation, Action, Adventure",7.6,,1768
"2,642.", Batman: The Animated Series,(1992–1995),22 min,"Animation, Action, Adventure",8.3,,2479
"2,643.", Batman: The Animated Series,(1992–1995),22 min,"Animation, Action, Adventure",8.6,,2465
"2,644.", Batman: The Animated Series,(1992–1995),22 min,"Animation, Action, Adventure",7,,1357
"2,645.", Batman: The Animated Series,(1992–1995),22 min,"Animation, Action, Adventure",8.6,,1484
"2,646.", Batman: The Animated Series,(1992–1995),22 min,"Animation, Action, Adventure",8.6,,1683
"2,647.", Batman: The Animated Series,(1992–1995),22 min,"Animation, Action, Adventure",8.5,,1433
"2,648.", Batman: The Animated Series,(1992–1995),22 min,"Animation, Action, Adventure",9,,3488
"2,649.", Batman: The Animated Series,(1992–1995),22 min,"Animation, Action, Adventure",7.8,,1533
"2,650.", Batman: The Animated Series,(1992–1995),22 min,"Animation, Action, Adventure",7.9,,1535
"6,783.", Star Trek: Enterprise,(2001–2005),43 min,"Action, Adventure, Drama",7.9,,1524
"6,784.", Star Trek: Enterprise,(2001–2005),43 min,"Action, Adventure, Drama",6.8,,1452
"6,785.", Star Trek: Enterprise,(2001–2005),43 min,"Action, Adventure, Drama",6,,1521
"6,786.", Star Trek: Enterprise,(2001–2005),45 min,"Action, Adventure, Drama",8,,1685
"6,787.", Star Trek: Enterprise,(2001–2005),45 min,"Action, Adventure, Drama",7,,1867
"6,788.", Star Trek: Enterprise,(2001–2005),42 min,"Action, Adventure, Drama",7.5,,1524
"6,789.", Star Trek: Enterprise,(2001–2005),45 min,"Action, Adventure, Drama",6.4,,1664
"6,790.", Star Trek: Enterprise,(2001–2005),45 min,"Action, Adventure, Drama",7,,1633
"6,791.", Star Trek: Enterprise,(2001–2005),43 min,"Action, Adventure, Drama",8.1,,1575
"6,792.", Star Trek: Enterprise,(2001–2005),43 min,"Action, Adventure, Drama",7.4,,1491
"6,793.", Star Trek: Enterprise,(2001–2005),43 min,"Action, Adventure, Drama",6.6,,1430
"6,794.", Star Trek: Enterprise,(2001–2005),43 min,"Action, Adventure, Drama",7.8,,2102
"6,795.", Star Trek: Enterprise,(2001–2005),43 min,"Action, Adventure, Drama",6.5,,1439
"6,796.", Star Trek: Enterprise,(2001–2005),43 min,"Action, Adventure, Drama",7.4,,1516
"6,797.", Star Trek: Enterprise,(2001–2005),43 min,"Action, Adventure, Drama",8.3,,1848
"6,798.", Star Trek: Enterprise,(2001–2005),43 min,"Action, Adventure, Drama",8.2,,1747
"6,799.", Star Trek: Enterprise,(2001–2005),43 min,"Action, Adventure, Drama",7.6,,1546
"6,800.", Star Trek: Enterprise,(2001–2005),43 min,"Action, Adventure, Drama",8.4,,1499
"6,801.", Star Trek: Enterprise,(2001–2005),43 min,"Action, Adventure, Drama",6.6,,1576
"6,802.", Star Trek: Enterprise,(2001–2005),43 min,"Action, Adventure, Drama",7.4,,1620
"6,803.", Star Trek: Enterprise,(2001–2005),43 min,"Action, Adventure, Drama",6.9,,1595
"6,804.", Star Trek: Enterprise,(2001–2005),45 min,"Action, Adventure, Drama",7,,1605
"6,805.", Star Trek: Enterprise,(2001–2005),43 min,"Action, Adventure, Drama",6.4,,1613
"6,806.", Star Trek: Enterprise,(2001–2005),43 min,"Action, Adventure, Drama",8.4,,1575
"6,807.", Star Trek: Enterprise,(2001–2005),43 min,"Action, Adventure, Drama",6.9,,1470
"6,808.", Star Trek: Enterprise,(2001–2005),43 min,"Action, Adventure, Drama",8.5,,2392
"6,809.", Star Trek: Enterprise,(2001–2005),45 min,"Action, Adventure, Drama",6.5,,1619
"6,810.", Star Trek: Enterprise,(2001–2005),45 min,"Action, Adventure, Drama",7.7,,1690
"6,811.", Star Trek: Enterprise,(2001–2005),45 min,"Action, Adventure, Drama",8.4,,1678
"6,812.", Star Trek: Enterprise,(2001–2005),43 min,"Action, Adventure, Drama",8.2,,2185
"6,813.", Star Trek: Enterprise,(2001–2005),45 min,"Action, Adventure, Drama",7.5,,1723
"6,814.", Star Trek: Enterprise,(2001–2005),43 min,"Action, Adventure, Drama",8.4,,1925
"6,815.", Star Trek: Enterprise,(2001–2005),42 min,"Action, Adventure, Drama",7.4,,1546
"6,816.", Star Trek: Enterprise,(2001–2005),45 min,"Action, Adventure, Drama",7.1,,1612
"6,817.", Star Trek: Enterprise,(2001–2005),43 min,"Action, Adventure, Drama",7.4,,1588
"6,818.", Star Trek: Enterprise,(2001–2005),43 min,"Action, Adventure, Drama",7.3,,1558
"6,819.", Star Trek: Enterprise,(2001–2005),43 min,"Action, Adventure, Drama",7.3,,1509
"6,820.", Star Trek: Enterprise,(2001–2005),45 min,"Action, Adventure, Drama",7,,1862
"6,821.", Star Trek: Enterprise,(2001–2005),43 min,"Action, Adventure, Drama",8.1,,1509
"6,822.", Star Trek: Enterprise,(2001–2005),45 min,"Action, Adventure, Drama",6.5,,1809
"6,823.", Star Trek: Enterprise,(2001–2005),43 min,"Action, Adventure, Drama",8.1,,1484
"6,824.", Star Trek: Enterprise,(2001–2005),43 min,"Action, Adventure, Drama",8.2,,1457
"6,825.", Star Trek: Enterprise,(2001–2005),45 min,"Action, Adventure, Drama",8,,1957
"6,826.", Star Trek: Enterprise,(2001–2005),43 min,"Action, Adventure, Drama",7.9,,1487
"6,827.", Star Trek: Enterprise,(2001–2005),43 min,"Action, Adventure, Drama",7,,1405
"6,828.", Star Trek: Enterprise,(2001–2005),43 min,"Action, Adventure, Drama",7.4,,1526
"6,829.", Star Trek: Enterprise,(2001–2005),43 min,"Action, Adventure, Drama",6.9,,1509
"6,830.", Star Trek: Enterprise,(2001–2005),43 min,"Action, Adventure, Drama",8.4,,1457
"6,831.", Star Trek: Enterprise,(2001–2005),43 min,"Action, Adventure, Drama",6.9,,1460
"6,832.", Star Trek: Enterprise,(2001–2005),43 min,"Action, Adventure, Drama",8.3,,1564
"3,315.", Sailor Moon,(1992–1997),24 min,"Animation, Action, Adventure",8.2,"Hiroki Shibata,Kunihiko Ikuhara,Kae Araki,John Eric Bentley,Johnny Yong Bosch,Robbie Daymond",63
"3,316.", Sailor Moon,(1992–1997),24 min,"Animation, Action, Adventure",7.5,,60
"3,317.", Sailor Moon,(1992–1997),24 min,"Animation, Action, Adventure",9,"Yûji Endô,Kunihiko Ikuhara,Kae Araki,John Eric Bentley,Robbie Daymond,Debi Derryberry",98
"3,318.", Sailor Moon,(1992–1997),24 min,"Animation, Action, Adventure",7.6,"Hiroki Shibata,Kunihiko Ikuhara,Kae Araki,John Eric Bentley,Robbie Daymond,Sandy Fox",49
"3,319.", Sailor Moon,(1992–1997),24 min,"Animation, Action, Adventure",7.5,"Noriyo Sasaki,Kunihiko Ikuhara,Kae Araki,John Eric Bentley,Johnny Yong Bosch,Robbie Daymond",56
"3,320.", Sailor Moon,(1992–1997),24 min,"Animation, Action, Adventure",8.5,"Harume Kosaka,Kunihiko Ikuhara,Kae Araki,John Eric Bentley,Sandy Fox,Toshio Furukawa",92
"3,321.", Sailor Moon,(1992–1997),24 min,"Animation, Action, Adventure",7,"Yûji Endô,Jun'ichi Satô,Kotono Mitsuishi,Keiko Han,Tôru Furuya,Masaya Onosaka",139
"3,322.", Sailor Moon,(1992–1997),24 min,"Animation, Action, Adventure",7.4,"Kunihiko Ikuhara,Jun'ichi Satô,Kotono Mitsuishi,Keiko Han,Aya Hisakawa,Emi Shinohara",92
"3,323.", Sailor Moon,(1992–1997),24 min,"Animation, Action, Adventure",7.6,,262
"3,324.", Sailor Moon,(1992–1997),24 min,"Animation, Action, Adventure",7.7,"Kazuhisa Takenouchi,Jun'ichi Satô,Kotono Mitsuishi,Keiko Han,Aya Hisakawa,Michie Tomizawa",144
"3,325.", Sailor Moon,(1992–1997),24 min,"Animation, Action, Adventure",6.7,"Kazuhisa Takenouchi,Jun'ichi Satô,Kotono Mitsuishi,Keiko Han,Aya Hisakawa,Michie Tomizawa",132
"3,326.", Sailor Moon,(1992–1997),24 min,"Animation, Action, Adventure",7.4,"Yûji Endô,Jun'ichi Satô,Kotono Mitsuishi,Keiko Han,Aya Hisakawa,Michie Tomizawa",114
"3,327.", Sailor Moon,(1992–1997),24 min,"Animation, Action, Adventure",7.6,"Yûji Endô,Jun'ichi Satô,Kotono Mitsuishi,Keiko Han,Aya Hisakawa,Emi Shinohara",89
"3,328.", Sailor Moon,(1992–1997),24 min,"Animation, Action, Adventure",7.3,"Yûji Endô,Jun'ichi Satô,Kotono Mitsuishi,Keiko Han,Aya Hisakawa,Michie Tomizawa",100
"3,329.", Sailor Moon,(1992–1997),24 min,"Animation, Action, Adventure",8,,145
"3,330.", Sailor Moon,(1992–1997),24 min,"Animation, Action, Adventure",7.5,"Kunihiko Ikuhara,Jun'ichi Satô,Kotono Mitsuishi,Keiko Han,Aya Hisakawa,Michie Tomizawa",110
"3,331.", Sailor Moon,(1992–1997),24 min,"Animation, Action, Adventure",7.6,"Takao Yoshizawa,Jun'ichi Satô,Kotono Mitsuishi,Keiko Han,Aya Hisakawa,Emi Shinohara",92
"3,332.", Sailor Moon,(1992–1997),24 min,"Animation, Action, Adventure",7.1,"Hiromichi Matano,Jun'ichi Satô,Kotono Mitsuishi,Keiko Han,Michie Tomizawa,Aya Hisakawa",86
"3,333.", Sailor Moon,(1992–1997),24 min,"Animation, Action, Adventure",7.2,"Kazuhisa Takenouchi,Jun'ichi Satô,Kotono Mitsuishi,Keiko Han,Tôru Furuya,Masaya Onosaka",158
"3,334.", Sailor Moon,(1992–1997),24 min,"Animation, Action, Adventure",7.5,"Kunihiko Ikuhara,Jun'ichi Satô,Kotono Mitsuishi,Keiko Han,Aya Hisakawa,Michie Tomizawa",103
"3,335.", Sailor Moon,(1992–1997),24 min,"Animation, Action, Adventure",7.4,"Kunihiko Ikuhara,Jun'ichi Satô,Kotono Mitsuishi,Keiko Han,Shino Kakinuma,Masaya Onosaka",147
"3,336.", Sailor Moon,(1992–1997),24 min,"Animation, Action, Adventure",6.9,"Takao Yoshizawa,Jun'ichi Satô,Kotono Mitsuishi,Keiko Han,Tôru Furuya,Masaya Onosaka",171
"3,337.", Sailor Moon,(1992–1997),24 min,"Animation, Action, Adventure",7.5,"Yûji Endô,Jun'ichi Satô,Kotono Mitsuishi,Keiko Han,Aya Hisakawa,Michie Tomizawa",105
"3,338.", Sailor Moon,(1992–1997),24 min,"Animation, Action, Adventure",7.5,"Harume Kosaka,Jun'ichi Satô,Kotono Mitsuishi,Keiko Han,Aya Hisakawa,Michie Tomizawa",100
"3,339.", Sailor Moon,(1992–1997),24 min,"Animation, Action, Adventure",8.5,"Kônosuke Uda,Jun'ichi Satô,Kae Araki,Keiko Han,Tôru Furuya,Michie Tomizawa",126
"3,340.", Sailor Moon,(1992–1997),24 min,"Animation, Action, Adventure",7.2,"Kazuhisa Takenouchi,Jun'ichi Satô,Kotono Mitsuishi,Keiko Han,Aya Hisakawa,Michie Tomizawa",106
"3,341.", Sailor Moon,(1992–1997),24 min,"Animation, Action, Adventure",6.9,"Takao Yoshizawa,Jun'ichi Satô,Kotono Mitsuishi,Keiko Han,Tôru Furuya,Masaya Onosaka",127
"3,342.", Sailor Moon,(1992–1997),24 min,"Animation, Action, Adventure",7.7,"Kunihiko Ikuhara,Jun'ichi Satô,Kotono Mitsuishi,Keiko Han,Aya Hisakawa,Michie Tomizawa",128
"3,343.", Sailor Moon,(1992–1997),24 min,"Animation, Action, Adventure",7.9,"Takao Yoshizawa,Jun'ichi Satô,Kae Araki,Keiko Han,Tôru Furuya,Michie Tomizawa",101
"3,344.", Sailor Moon,(1992–1997),24 min,"Animation, Action, Adventure",8.4,"Kunihiko Ikuhara,Jun'ichi Satô,Kae Araki,Tôru Furuya,Michie Tomizawa,Aya Hisakawa",115
"3,345.", Sailor Moon,(1992–1997),24 min,"Animation, Action, Adventure",7.1,"Harume Kosaka,Jun'ichi Satô,Kotono Mitsuishi,Keiko Han,Aya Hisakawa,Tôru Furuya",132
"3,346.", Sailor Moon,(1992–1997),24 min,"Animation, Action, Adventure",7.3,"Kazuhisa Takenouchi,Jun'ichi Satô,Kotono Mitsuishi,Keiko Han,Michie Tomizawa,Aya Hisakawa",86
"3,347.", Sailor Moon,(1992–1997),24 min,"Animation, Action, Adventure",7.3,"Takao Yoshizawa,Jun'ichi Satô,Kotono Mitsuishi,Keiko Han,Tôru Furuya,Michie Tomizawa",83
"3,348.", Black Sash,(2003),,,9,,9
"3,349.", Black Sash,(2003),44 min,"Action, Drama",7.1,,17
"3,350.", Black Sash,(2003),,,,,
"3,351.", Black Sash,(2003),44 min,"Action, Drama",8.4,,18
"3,352.", Black Sash,(2003),,,7.9,,11
"3,353.", Black Sash,(2003),44 min,"Action, Drama",,,
"3,354.", Black Sash,(2003),,,6.7,,10
"3,355.", Black Scorpion,(2001),43 min,"Action, Crime, Drama",5.7,,18
"3,356.", Black Scorpion,(2001),44 min,"Action, Crime, Drama",5.4,,48
"3,357.", Black Scorpion,(2001),42 min,"Action, Crime, Drama",6.5,,17
"3,358.", Black Scorpion,(2001),42 min,"Action, Crime, Drama",5.6,,28
"3,359.", Black Scorpion,(2001),43 min,"Action, Crime, Drama",7.3,,28
"3,360.", Black Scorpion,(2001),43 min,"Action, Crime, Drama",4.1,,21
"3,361.", Black Scorpion,(2001),,,6.3,,18
"3,362.", Black Scorpion,(2001),42 min,"Action, Crime, Drama",5.8,,16
"3,363.", Black Scorpion,(2001),42 min,"Action, Crime, Drama",5.3,,25
"3,364.", Black Scorpion,(2001),42 min,"Action, Crime, Drama",6.8,,17
"3,162.", The Bionic Woman,(1976–1978),46 min,"Action, Adventure, Drama",7.2,,96
"3,163.", The Bionic Woman,(1976–1978),48 min,"Action, Adventure, Drama",6.8,,134
"3,164.", The Bionic Woman,(1976–1978),48 min,"Action, Adventure, Drama",7.1,,102
"3,165.", The Bionic Woman,(1976–1978),47 min,"Action, Adventure, Drama",6.6,,93
"3,166.", The Bionic Woman,(1976–1978),48 min,"Action, Adventure, Drama",6.7,,101
"3,167.", The Bionic Woman,(1976–1978),48 min,"Action, Adventure, Drama",6.7,,128
"3,168.", The Bionic Woman,(1976–1978),60 min,"Action, Adventure, Drama",7.5,,154
"3,169.", The Bionic Woman,(1976–1978),46 min,"Action, Adventure, Drama",6.7,,100
"3,170.", The Bionic Woman,(1976–1978),47 min,"Action, Adventure, Drama",6.3,,109
"3,171.", The Bionic Woman,(1976–1978),48 min,"Action, Adventure, Drama",6.5,,134
"3,172.", The Bionic Woman,(1976–1978),46 min,"Action, Adventure, Drama",6.3,"Tom Connors,Bruce L. Shurley,Lindsay Wagner,Richard Anderson,Martin E. Brooks,Frank Converse",86
"3,173.", The Bionic Woman,(1976–1978),47 min,"Action, Adventure, Drama",7.7,,124
"3,174.", The Bionic Woman,(1976–1978),47 min,"Action, Adventure, Drama",7.9,,131
"3,175.", The Bionic Woman,(1976–1978),47 min,"Action, Adventure, Drama",8.3,,181
"3,176.", The Bionic Woman,(1976–1978),48 min,"Action, Adventure, Drama",8.5,,165
